,number,sulfur_content,RON,baohe_ting,xi_ting,xiu_value,density,sulfur_content_product,RON_product,RON_loss,x1,x4,x6,x8,x10,x11,x13,x16,x17,x20,x21,x24,x25,x26,x28,x32,x33,x35,x36,x37,x38,x39,x40,x41,x42,x44,x45,x46,x48,x50,x51,x52,x53,x54,x55,x56,x57,x60,x64,x70,x72,x73,x76,x77,x78,x80,x82,x86,x88,x95,x96,x107,x110,x117,x118,x119,x120,x122,x126,x127,x129,x131,x132,x133,x135,x140,x143,x147,x148,x149,x156,x157,x158,x163,x166,x169,x170,x172,x173,x174,x175,x177,x178,x186,x192,x195,x196,x199,x200,x202,x205,x206,x207,x209,x213,x214,x215,x217,x221,x223,x224,x226,x227,x229,x231,x233,x234,x236,x242,x243,x244,x246,x247,x249,x251,x253,x254,x257,x258,x271,x272,x275,x276,x278,x279,x282,x283,x284,x286,x291,x292,x294,x295,x297,x299,x301,x303,x304,x306,x310,x314,x315,x316,x317,x326,x330,x338,x342,x345,x351,x352
0,1,188.0,90.6,53.22999999999999,24.4,61.48714285714286,726.0857142857143,3.2,89.22,1.3799999999999957,0.27631821999999995,647.75238,421.608145,101.29058,240.08844499999995,381.8850649999998,0.0,129.841715,55.0110755,35.8212405,111.21347999999998,1458.3399500000005,0.0,1813.5618,2.1139795500000003,476.208445,0.99449502,397.2652,390.00821,5361.626450000002,92.388075,200.153495,0.61338463,97.2439995,0.5154883,39.22976987500001,112.83572,137.9926,66.47259,56.247024,133.91171999999997,124.98168,7206.6007,187.14449999999997,55.61393250000001,0.15100002000000004,362.8572,2.09765805,0.045253055500000014,125.19177499999996,49.9514885,11.876378499999998,272.3679849999999,138.70170000000002,0.9108076999999999,0.11007478999999998,205.411295,8.778104199999998,1.7737123999999995,5166.9914,1173706.0,117.514485,121.90779999999998,2.7222394000000003,2.57124165,358.383635,120.779735,133.68081999999998,452.79662,0.388238605,50.0059685,1.24651345,-1.27110425,0.4002584399999999,19.2343975,21.4781125,-1.30230455,20.044425000000004,184.99174,0.10900028000000002,0.137880145,0.15437795999999998,-0.379636755,22.6219825,273.23718,66.57236850000001,335411.90000000014,72.310837,44.92034450000001,52.58188499999999,485.56608715,12.09638775,236.73179999999996,130.35825,3.12717115,13796.437,70.4097765,0.16621941513,-0.7894587700000001,-1133.4096,0.0,3.10970505,-0.392189775,-1.7986794500000003,0.6688486945000001,3.20702785,0.294811975,17.5628307,1.7642931884999995,42.50664,0.144732975,0.11812944850000005,0.125999295,36.50880435000001,369.347225,93.428016,4.657772400000002,21.702476999999995,20.0,86.06048000000004,0.16999999999999996,0.6150279999999999,8.80625885,0.1039156775,-0.8712429999999998,7.718856249999999,4.68718275,1098.7440900000001,0.0070411891,20.181247000000006,7.730922050000001e-05,54.49297899999999,3.14522455,29.30325,22.224516,20.032678500000006,95.072257,9.64385825,424.85425,417.38527500000015,412.68513,236.374575,325.3817100000001,243.04056,89.50882,72.7914145,483.028995,71.20319600000002,2564.26335,208.35384,0.45900901,0.424385165,0.518146705,0.49617347,33.498626,18.292067300000006,-0.00035156250000000015,3.3249447999999995,2.0454362999999995,39063124.5,1840.1447
1,2,168.99999999999997,90.5,52.3,26.4,61.88,731.3,3.2,89.32000000000002,1.1799999999999926,0.277126935,651.8219199999999,417.92783,101.544925,239.80982000000003,374.33934000000016,0.0,129.844145,54.996157,35.005247499999996,110.52481500000002,1142.1792000000005,0.0,1860.6589999999999,0.4629731225000001,453.687235,0.99675382,398.99598,392.142255,5394.2922,74.36610999999999,235.56262500000003,0.613151955,100.028165,0.513332205,39.22976987500001,112.80365,137.9926,68.27899649999999,56.917281,134.031585,125.1108,7231.788200000001,187.14449999999997,56.461392,0.14919754999999996,359.91915000000006,2.0938376,0.048427583,125.7573,49.969321,11.419075,281.07271000000003,159.14889999999997,0.0,0.11002650000000001,210.56864,8.95135525,1.89609055,5038.2905,1173706.0,110.81903999999999,121.90779999999998,2.7201332000000003,2.57093575,355.857015,121.35858999999999,133.82478500000002,470.73473,0.38715516000000016,49.9955195,0.9924770200000002,-1.26884245,0.398007315,45.73449,21.160752,-1.29247895,19.933449000000007,191.59094,0.109006525,0.14351407,0.160220625,-0.37925307,22.4862485,282.04364500000014,67.36734,335411.90000000014,73.63664300000002,49.961387,49.1622835,350.41715985,14.660216499999995,236.73179999999996,139.99247000000003,3.1266781499999987,11375.476,69.43111099999999,0.2143396198,-0.7910138700000001,-1132.4024,0.0,3.1052229500000004,-1.20427095,0.578173077,0.7550897040000001,3.0802153999999997,0.297687935,17.555199123500007,1.6627814399999998,42.16622025,0.14415700000000006,0.211532484,0.12409195000000002,44.045958,379.78620000000006,94.42034,4.727751249999999,21.222561499999998,20.0,86.06048000000004,0.16999999999999996,0.617141175,8.885450550000002,0.0105629713,-0.966407625,8.108117100000001,4.712747599999999,791.3145149999998,0.007281571550000002,23.4901365,-0.00015639216899999996,55.21639150000001,3.1453546999999995,29.330227999999995,24.9393885,23.979522000000006,95.1198125,11.367766,431.41904500000004,413.94132500000006,409.625825,237.3548,328.079975,253.057135,89.50882,74.67452349999998,480.157475,69.1558795,2277.3611,208.35384,0.45980627,0.41305552,0.5034240400000002,0.497675615,33.337454,19.8426045,-0.00035156250000000015,3.3211691,2.02597385,38810581.5,1641.7326
2,3,177.0,90.7,52.3,26.314285714285717,61.722857142857144,729.6142857142855,3.2,89.32000000000002,1.3799999999999957,0.277012895,650.74715,420.00351500000005,101.61832,239.74269500000003,381.69197,0.0,129.63692500000002,55.02189250000001,32.811400500000005,111.57509000000002,1025.87479,0.0,1915.38625,0.219469375,454.13806,0.9971267,402.39463,395.39469500000007,5349.3917999999985,146.1567605,242.43331,0.611092,98.51614599999998,0.516845365,39.22976987500001,113.08957000000002,137.9926,67.8588885,56.29831399999998,133.862665,124.944665,7232.84225,187.14449999999997,54.69890900000002,0.150821955,362.121115,2.09478895,0.047503131500000004,124.889755,50.01348350000001,11.5725925,272.92432999999994,200.318645,0.0,0.10958600999999997,242.139035,6.901717000000002,1.8054995,4999.532800000001,1173706.0,119.95493500000002,121.90779999999998,2.72409755,2.5729573999999995,358.34647500000005,120.472435,133.45922000000002,459.3509500000001,0.388446015,50.02589000000001,1.089545615,-1.2698621500000002,0.4003946299999999,46.06683265,21.2021945,-1.2939621499999998,20.1537915,202.18040500000004,0.10816962499999998,0.13634655999999998,0.15363531,-0.37996487,22.6352985,274.16667,64.73553150000001,335411.90000000014,73.942097,49.7545845,40.509425999999976,368.2236085,14.727675,236.73179999999996,139.87808,3.1253994500000006,7960.742849999998,69.55950650000001,0.1804252266,-0.8200793650000001,-1150.0255000000002,0.0,3.10498345,-0.0018926729999999942,-0.4868591810500002,0.7995818790000001,3.1437091999999995,0.296774975,23.027065938499998,1.6364596204999995,41.537157500000006,0.14252046,0.3310176915,0.12168181999999997,49.7765015,401.4462400000001,94.729605,4.69023805,21.399066500000004,20.0,86.06048000000004,0.16999999999999996,0.62286877,8.84611385,0.052261971,-0.98125627,7.4366229000000015,5.322471299999999,1128.47465,0.0073884069500000015,20.709243,-0.0008389557700000001,52.357551,3.1441983,26.4417135,22.7143645,20.958195,101.550905,16.276754500000003,424.80863,413.60125,409.51202,239.75332999999995,324.8368900000001,253.90707,89.50882,78.492212,481.93674000000004,65.35503800000001,2117.8924999999995,201.872485,0.475716305,0.4251452950000001,0.5093946949999999,0.4886267049999999,33.251830500000004,26.99489620000001,-0.00035156250000000015,3.3195685999999998,1.9646957999999999,38693812.0,1600.67575
3,4,159.0,90.4,52.3,26.1,61.33,725.4,3.2,89.02000000000002,1.3799999999999957,0.27722216,652.669055,419.964775,105.02975999999998,239.732465,377.658595,0.0,130.942725,55.04174750000001,35.001557500000004,111.388275,967.85234,0.0,1896.60365,2.465470585,467.9517199999999,0.9955059599999998,398.36981,391.422635,5342.503300000001,88.36085600000001,204.19117,0.61086316,99.27766649999998,0.5146016800000001,39.22976987500001,121.25811499999999,137.9926,71.18548249999999,61.0018,133.91116,124.99318999999998,7233.584849999998,187.14449999999997,57.8836805,0.14979055499999994,362.64896,2.1078470000000005,0.044782296500000006,127.68246000000002,49.99557749999999,11.734053499999998,269.141545,149.03518,0.4592071,0.10968994,216.160485,9.122254750000002,1.7481217,4929.716050000001,1173706.0,119.292465,121.90779999999998,2.7235000000000005,2.57370965,358.275165,123.65045,136.29334999999998,438.99639000000013,0.3858464700000001,50.0138485,1.36464176,-1.26986205,0.4027809949999999,10.6806845,21.081283000000006,-1.3023233,24.904209,208.111965,0.1086587,0.14554974999999998,0.16278265000000006,-0.38038191,23.093170999999995,270.070205,65.79519599999999,335411.90000000014,74.027103,50.03998399999999,40.01353000000001,437.96190690000014,14.727675,236.73179999999996,127.938755,3.12577795,9110.980200000002,69.45951749999999,0.32386794849999995,-0.83695396,-1174.5420499999998,0.0,3.1074882,-7.680779249999998,-0.697793165,0.8930782759999999,3.2407041000000008,0.29843221,22.011852771750004,1.4818313055,34.6255035,0.14407585500000006,0.149622799,0.12377922500000002,45.33680220000001,375.156435,96.8803345,5.3815334,21.1944045,20.0,86.06048000000004,0.16999999999999996,0.62928335,8.471897800000002,0.0399258215,-0.935252245,6.719556200000001,4.6356075,670.4601650000001,0.007194763499999999,21.635268000000003,0.0003644625325,54.50599799999999,3.1449774,28.953670999999996,23.216397,22.471918,101.4621,12.47119845,427.6731400000001,413.84244,409.927965,245.3685049999999,317.15280999999993,239.68555500000008,89.50882,71.8479915,488.63120499999997,63.226027,2078.10855,201.872485,0.46090015,0.423550455,0.5101734950000001,0.471604635,33.195589,26.3244575,-0.00035156250000000015,3.210211,2.0390406000000008,38410862.5,1563.7121499999996
4,5,173.0,89.6,52.24285714285713,26.67142857142857,61.332857142857144,725.4285714285713,3.2,88.32000000000002,1.279999999999987,0.2773100600000001,649.34092,422.12893499999984,105.937455,239.835635,385.84654500000005,0.0,130.758655,55.0268465,34.444425499999994,111.53304499999996,932.608515,0.0,1915.15845,0.214852965,470.47051000000016,0.9977253399999996,398.89097,391.664825,5208.639349999999,186.4397895,319.4250800000001,0.61527812,98.592974,0.5200810499999999,39.22976987500001,121.67837999999998,137.9926,69.551907,59.87887350000001,133.18754000000004,124.86398500000001,7230.08205,187.14449999999997,57.30379099999999,0.15044810000000006,365.79779,2.09770255,0.039222049500000015,127.74184,49.979899,11.673913000000002,267.03338999999994,208.07799,0.0,0.110115815,244.46857000000003,8.9247651,1.7055750500000002,4888.039800000001,1173706.0,110.94207,121.90779999999998,2.72568525,2.575374,361.56976499999985,122.847625,136.40348999999998,401.75179999999983,0.387369255,50.016090000000005,1.0344115400000002,-1.2691576,0.398284115,79.310171,21.131535,-1.2957604000000005,25.069599499999995,217.44280999999995,0.10852954000000004,0.14242206,0.15967246000000002,-0.3793753349999999,23.282551500000004,268.02200000000005,64.95957650000001,335411.90000000014,72.9786375,49.90083599999999,42.754484000000005,376.0375085,14.727675,236.73179999999996,128.254285,3.1230001,8756.69615,71.193738,0.3220651769999999,-0.8727483999999999,-1188.82275,0.0,3.1063081500000003,-0.776367295,-0.3706954180000001,0.8218101845,3.263848649999999,0.291120105,23.1781644235,1.5646742850000002,37.32757350000001,0.14377663000000002,-0.0251539965,0.125547015,32.95249020000001,399.71946,97.991173,5.6339563,21.19975,20.0,86.06048000000004,0.16999999999999996,7.5984859999999985,1.5831850500000002,0.04637496175,-0.94948957,7.347255700000002,5.716436199999999,1079.4548949999999,0.0071079537,20.859726000000002,0.000285802283,54.244836,3.1435440000000003,28.530369499999995,22.7216715,21.4725525,101.422585,9.9270795,420.09757,413.73263,409.95574999999985,238.673975,324.38007000000005,253.64568000000003,89.50882,78.355889,482.45348499999994,62.57903549999998,2057.8499499999994,203.67566,0.46874447,0.41633748,0.5075405250000001,0.489053105,32.7825855,30.2243675,-0.00035156250000000015,3.1788315500000013,1.98689985,38283000.0,1554.3574
5,6,162.99999999999997,91.0,52.10000000000001,28.1,61.34,725.5,3.2,89.59,1.4099999999999966,0.276607215,650.1233950000002,422.130715,105.78795,239.87391,383.376065,0.0,130.03224000000003,54.96398049999999,34.79041400000001,109.47572499999997,861.8165300000002,0.0,1295.7642,0.6951747599999999,454.81519999999983,0.996091675,400.513185,392.993985,4926.6344,218.69988999999998,346.540855,0.60825474,102.3195215,0.51994858,39.22976987500001,117.58877,137.9926,69.41338749999998,63.24673650000001,133.42598999999998,125.042225,7225.799600000001,187.14449999999997,58.456229500000006,0.15073616500000006,365.78812999999997,2.0878992500000004,0.0378719305,129.69214500000004,49.9860015,12.1417985,279.29904500000004,230.17493,0.0,0.1100627,254.06272,11.0878676,1.7479362000000005,4795.118599999999,1173706.0,120.3151,121.90779999999998,2.70753255,2.5567964499999998,360.67359499999986,125.19481999999998,138.37765499999998,394.784775,0.38748354,50.043502,1.4621555999999998,-1.27128945,0.3993976149999999,148.2667905,23.266346,-1.3052341000000005,25.1032045,209.03175,0.108352885,0.14079347000000006,0.15819948,-0.3790528050000001,23.67951,280.11752,63.50200050000001,335411.90000000014,70.06633500000001,49.9926165,42.44217050000001,317.293773,14.727675,236.73179999999996,155.63008000000005,3.125186,9186.771949999997,74.4892955,0.25519297914999994,-0.8532950900000001,-1181.2321,0.0,3.10875535,-7.7000261,-1.3239579100000003,0.7780722444999999,3.2480038500000012,0.293074215,18.7197304955,1.6023757099999998,39.8442925,0.14395843,0.04186829999999998,0.126263555,56.690187,406.25364500000006,97.673188,5.29025695,20.7642545,20.0,86.06048000000004,0.16999999999999996,0.619588155,9.2125815,0.08264315850000001,-0.9119407149999998,5.805497099999998,5.718161050000001,1277.7720800000004,0.006791900050000002,20.7034205,0.00033180514885000005,54.659166000000006,3.1445,28.47107249999999,20.993082,20.566766000000005,101.840575,10.340358,422.454725,413.965775,410.34253500000005,241.002975,319.393825,244.22929499999995,89.50882,77.75936550000002,485.52565500000014,59.781252,1940.6934,209.06548999999998,0.4656103750000001,0.41418651,0.506298105,0.5002160649999999,32.8816385,27.8730239,-0.00035156250000000015,3.19052685,1.99689995,37948102.0,1419.57265
6,7,209.0,90.4,51.35714285714286,28.414285714285718,61.34,725.5,4.6,89.19999999999997,1.200000000000017,0.27740788000000005,649.1494,421.30184,106.00657,239.7866750000001,383.65054,0.0,128.94593500000002,54.997381000000004,34.327642000000004,109.58120500000001,796.45138,0.0,1327.6360499999996,0.2665233994999999,455.23862,0.995461865,398.505235,390.99462000000005,4916.36325,217.02789499999997,294.63378,0.6086100100000001,102.3450955,0.5214998449999999,39.22976987500001,116.36869,137.9926,68.3001065,59.96609700000001,133.37827,124.95324000000002,7227.960299999999,187.14449999999997,56.63464449999999,0.15075961500000004,364.67351,2.09731285,0.042847108500000015,127.67296999999999,49.9907525,11.850967,278.48501,229.53885,0.0,0.110084295,255.8613100000001,9.90355,1.7974426,4735.82845,1173706.0,109.30009,121.90779999999998,2.7072399,2.5567429000000006,359.57317,123.29044000000002,136.322145,434.849,0.38740561,50.02103150000001,1.4626380500000002,-1.2721424,0.39890321,121.3807495,23.266346,-1.30432525,24.8971245,208.600565,0.108354955,0.14258511,0.15991428000000005,-0.379330915,23.697595,279.20176000000004,62.31274950000001,335411.90000000014,70.4797895,50.67498899999999,34.771021000000005,255.856068,14.727675,236.73179999999996,144.24951000000001,3.1259315,6280.77865,74.87823449999998,0.26035109934999995,-0.8330641849999999,-1162.7644999999998,0.0,3.1105547000000002,-7.7248365,-1.2724386250000004,0.7842171865,3.1720493000000003,0.2931972400000001,22.3188836455,1.59526688,42.183595,0.143024035,0.14534088650000004,0.12555650499999998,34.33684829999999,407.71084500000006,97.7863555,5.2610186500000005,20.963467,20.0,86.06048000000004,0.16999999999999996,0.6031451349999999,9.33720875,0.07521481700000003,-0.92849103,6.4373752,5.72948295,1276.7489300000002,0.007436282900000001,21.044032000000005,-7.699331049999999e-05,54.223119,3.14435415,27.762418999999994,21.972926000000005,20.9685215,101.79138000000002,11.401773,425.868915,414.09417,410.42575999999985,241.38229500000003,324.47007,249.40199,89.50882,78.13217699999998,484.95351500000004,59.3126425,1863.9409500000006,210.97624,0.4758091799999999,0.41357453,0.5054821949999999,0.4788546050000001,32.86736799999999,24.840552,-0.00035156250000000015,3.1757537000000005,1.9515631000000002,37811191.5,1419.06425
7,8,195.0,90.5,49.5,29.2,61.34,725.5,6.6,89.19999999999997,1.3000000000000114,0.27692170000000005,649.7636150000002,418.67255499999993,107.489345,240.19177000000002,379.067455,0.0,130.27518999999998,55.02007450000001,37.647401,109.006855,1080.4544500000004,0.0,1126.2338499999996,0.0,457.54293,0.995394605,395.542725,389.743035,4725.241099999998,177.58250499999997,361.403115,0.606767845,99.6039695,0.5214998449999999,39.22976987500001,117.141295,137.9926,69.4070205,65.05947549999999,133.39276999999998,124.87133999999999,7233.222600000001,187.14449999999997,63.447839,0.14473347499999994,360.84343000000007,2.0861727,0.040085825000000005,130.89715500000003,50.01584250000001,11.3308145,290.66771000000006,198.39379499999998,0.0,0.109765675,238.213205,11.250696099999999,1.8220377,4676.544999999999,1173706.0,123.46829,121.90779999999998,2.69836,2.55362655,356.518215,127.20253999999998,139.566155,405.39245000000005,0.388094845,50.0071445,1.08898953,-1.2714563,0.396375455,51.6547104,23.0816585,-1.29742905,25.011763,206.12284,0.10838530500000003,0.14155584999999998,0.159293215,-0.37894714,24.226647500000002,291.163005,65.30493700000001,335411.90000000014,69.58275350000001,54.42389549999999,57.25918100000001,357.139174,14.727675,236.73179999999996,159.49689500000005,3.1228911,15596.7595,74.166558,0.28905745835,-0.80311194,-1149.1401500000004,0.0,3.10692785,0.6034667734999999,-0.5095321860000002,0.91399989,3.120359,0.2956525450000001,22.508394669000005,1.465308015,43.98964099999999,0.143366075,0.26910811554999997,0.12623721000000002,46.33647309999999,390.89548500000006,99.92829650000002,5.277678549999999,20.025907499999995,20.0,86.06048000000004,0.16999999999999996,0.616436655,9.3701869,0.0109523901,-0.9310598200000004,4.818329900000001,5.091578600000001,1149.1802550000002,0.0072548866,21.1916925,0.0003830115049999999,60.218560499999995,3.14486485,34.849866500000005,23.06896,21.8329035,101.82390500000001,12.1862855,429.89455,414.52921500000014,410.29415,243.37076,323.88765,251.747785,89.50882,76.334648,486.15477999999996,76.701491,2229.6758,195.58591,0.45965797,0.41348209,0.5058900749999999,0.467061125,31.071811000000004,23.185195,-0.00035156250000000015,3.1379050000000004,1.99946575,37497132.5,1268.21285
8,9,165.0,90.4,49.85714285714286,29.07142857142857,61.33714285714286,725.4428571428572,3.2,89.3,1.1000000000000083,0.27765841,651.1395,420.2229,106.943605,240.05298,379.29207,0.0,129.97485500000005,55.00062650000001,36.02717249999999,109.97484,1243.9263500000004,0.0,1265.68075,2.643931895,457.54293,0.99579953,393.61722000000003,388.22357499999987,4804.6154000000015,178.22418899999997,290.6945750000001,0.6118873549999999,100.8372965,0.499675515,39.22976987500001,114.23901,137.9926,68.57509999999999,61.58185600000001,133.180335,124.84752499999998,7231.903499999998,187.14449999999997,59.23988249999999,0.148445365,362.62315,2.1082308499999995,0.04019567249999999,128.29224499999998,50.022687,11.278023999999998,280.07422,201.79880500000002,0.0,0.110299635,246.74177000000003,9.7158478,1.6151658999999996,4663.004,1173706.0,113.18775500000001,121.90779999999998,2.7046320500000003,2.55616555,357.801345,124.21674500000002,137.12325000000004,433.01943,0.39329708,49.969440999999996,1.587311075,-1.27368105,0.404888535,49.49889284999999,23.130633000000003,-1.3061607999999998,24.7852745,197.312645,0.108790475,0.141811605,0.159192185,-0.378591205,24.384396,280.894385,64.82424549999999,335411.90000000014,69.843664,55.09877450000001,54.30128199999999,229.3668040000001,14.727675,236.73179999999996,155.76041,3.1234241499999995,13670.303999999998,73.158555,0.2440476135000001,-0.8454363850000002,-1186.25355,0.0,3.10877565,-3.81363267,-0.8947487694999999,0.7481888695000001,3.3372648500000004,0.29048142000000005,22.3964685,1.63810406,33.8645795,0.1447967,0.07019548949999999,0.12520816500000004,48.9617186,391.22361,98.944796,5.2335609000000005,20.7519675,20.0,86.06048000000004,0.16999999999999996,0.6103565549999999,9.28343165,0.08039514850000001,-0.8582420400000002,5.1417758000000005,5.1974559000000005,1365.86489,0.006951033900000002,17.775088000000004,0.0002910007995,56.816516,3.14463695,31.37859499999999,19.3102225,18.061818,101.82096,15.3564,426.0376,414.51720000000006,410.58015,244.943815,320.551125,242.89293999999998,89.50882,74.443218,487.94183999999984,75.71255899999998,2334.824749999999,206.779125,0.45309397,0.4150397850000001,0.514772045,0.48558564,31.611567999999995,28.024165000000004,-0.00035156250000000015,3.1472846000000003,2.03909935,37438622.5,1326.7278
9,10,159.0,90.2,50.21428571428571,28.942857142857147,61.33428571428572,725.3857142857142,3.2,88.8,1.4000000000000057,0.2773358200000001,649.4391950000003,420.01831000000016,107.09095499999998,240.147785,385.03747000000004,0.0,129.04796499999998,54.938745,35.880012,109.336705,1221.26315,0.0,1019.19925,1.93029435,449.79312000000004,0.9954721050000002,394.214475,388.324,4854.6814,188.44186,319.36843500000003,0.6308719899999999,102.1238625,0.5171256299999999,39.22976987500001,120.81778500000001,137.9926,69.58076949999999,63.33849500000001,133.314025,124.86211500000002,7226.361899999999,187.14449999999997,60.411485000000006,0.147400445,362.97844500000014,2.0920757999999995,0.036571169499999986,129.35008499999998,49.986652,11.6863755,282.6794099999999,199.46,0.0,0.110016705,241.13812,11.14931395,1.7956896500000004,4652.5924,1173706.0,126.06576000000004,121.90779999999998,2.6983376,2.55105295,358.791605,125.390975,138.12295500000002,404.88500500000015,0.38858442,49.92539799999999,1.6694932499999997,-1.2712895999999998,0.3977175150000001,88.0548245,23.118167,-1.2963723999999999,25.048225,215.16081500000004,0.108569895,0.140141465,0.15746396499999998,-0.378802535,24.493085999999995,283.27687000000003,66.45843199999999,335411.90000000014,70.47507949999998,52.7463045,57.849670999999994,484.0271695,14.709145499999998,236.73179999999996,170.58676999999997,3.123342850000001,17662.749,73.95145,0.2600673459999999,-0.8653123400000002,-1202.9915,0.0,3.1065196500000005,-5.157976699999999,-1.9890353,0.840192501,3.1938055500000004,0.28824935500000004,24.1035813235,1.544547295,29.732521000000002,0.144293175,0.11326349400000002,0.12679448,48.47489515,397.928935,99.18430600000002,5.1852502000000005,20.266136,20.0,86.06048000000004,0.16999999999999996,0.6162326850000001,9.18327395,0.13760770499999994,-0.822593365,4.32590775,5.13923155,1283.7907,0.0074151083000000015,15.6771965,0.00020047128400000006,57.507288,3.14641855,31.869718500000005,17.210922500000002,14.990058,101.788145,13.217661999999999,423.6415300000001,413.93363000000016,410.01658999999984,238.16522,321.8369899999999,253.58893500000002,89.50882,77.89339999999999,481.320075,76.4610225,2434.024000000001,196.62939,0.47818259,0.401150735,0.520297885,0.483045595,31.2783125,27.5585975,-0.00035156250000000015,3.1432359,2.0247724,37375561.0,1279.70375
